DateTime,ph1,ph2,ph3
2019-02-08 07:36:57.693000+00:00,4462.04,4403.98,4527.17
2019-02-08 07:36:57.943000+00:00,7395.45,7587.57,7718.01
2019-02-08 07:36:58.193000+00:00,8428.7,8710.26,8771.71
2019-02-08 07:36:58.443000+00:00,8563.87,8813.88,8925.78
2019-02-08 07:36:58.693000+00:00,8164.92,8395.39,8499.2
2019-02-08 07:36:58.943000+00:00,8525.99,8855.32,8963.18
2019-02-08 07:36:59.193000+00:00,8215.78,8525.4,8624.02
2019-02-08 07:36:59.443000+00:00,8506.58,8792.77,8864.59
2019-02-08 07:36:59.693000+00:00,8356.93,8600.35,8720.29
2019-02-08 07:36:59.943000+00:00,8051.63,8316.26,8415.23
2019-02-08 07:37:00.193000+00:00,8627.33,8907.45,9010.24
2019-02-08 07:37:00.443000+00:00,8026.06,8301.14,8393.0
2019-02-08 07:37:00.693000+00:00,6724.16,6755.89,6955.02
2019-02-08 07:37:00.943000+00:00,8420.97,8732.46,8795.25
2019-02-08 07:37:01.193000+00:00,8475.63,8746.45,8837.06
2019-02-08 07:37:01.443000+00:00,8491.84,8781.46,8844.6
2019-02-08 07:37:01.693000+00:00,8603.51,8877.6,8977.0
2019-02-08 07:37:01.943000+00:00,5706.47,5746.71,5919.81
2019-02-08 07:37:02.193000+00:00,8304.42,8570.12,8631.92
2019-02-08 07:37:02.443000+00:00,8584.75,8862.26,8941.93
2019-02-08 07:37:02.693000+00:00,8464.58,8734.68,8806.56
2019-02-08 07:37:02.943000+00:00,8567.27,8826.35,8905.76
2019-02-08 07:37:03.193000+00:00,5205.83,5145.66,5257.63
2019-02-08 07:37:03.443000+00:00,7952.17,8182.28,8291.72
2019-02-08 07:37:03.693000+00:00,8668.21,8931.82,9026.91
2019-02-08 07:37:03.943000+00:00,8524.94,8752.58,8815.97
2019-02-08 07:37:04.193000+00:00,8640.71,8893.83,8952.62
2019-02-08 07:37:04.443000+00:00,6044.78,6042.07,6236.94
2019-02-08 07:37:04.693000+00:00,7084.62,7232.67,7222.24
2019-02-08 07:37:04.943000+00:00,8559.19,8804.93,8883.54
2019-02-08 07:37:05.193000+00:00,8492.12,8750.83,8804.45
2019-02-08 07:37:05.443000+00:00,8630.02,8901.57,8947.79
2019-02-08 07:37:05.693000+00:00,7067.24,7176.31,7332.77
2019-02-08 07:37:05.943000+00:00,6333.54,6485.23,6507.1
2019-02-08 07:37:06.193000+00:00,8603.43,8862.56,8924.45
2019-02-08 07:37:06.443000+00:00,8560.06,8803.96,8872.4
2019-02-08 07:37:06.693000+00:00,8590.66,8833.85,8923.29
2019-02-08 07:37:06.943000+00:00,7607.72,7796.77,7934.07
2019-02-08 07:37:07.193000+00:00,8485.78,8742.31,8792.1
2019-02-08 07:37:07.443000+00:00,8595.19,8844.38,8913.81
2019-02-08 07:37:07.693000+00:00,8609.59,8859.31,8963.2
2019-02-08 07:37:07.943000+00:00,8095.46,8299.95,8442.44
2019-02-08 07:37:08.193000+00:00,5782.8,5748.56,5881.04
2019-02-08 07:37:08.443000+00:00,8392.1,8535.09,8658.55
2019-02-08 07:37:08.693000+00:00,8591.94,8837.9,8936.92
2019-02-08 07:37:08.943000+00:00,8611.59,8855.07,8947.25
2019-02-08 07:37:09.193000+00:00,8541.61,8763.91,8867.36
2019-02-08 07:37:09.443000+00:00,5940.72,5867.35,6086.36
2019-02-08 07:37:09.693000+00:00,7815.3,7933.58,7977.05
2019-02-08 07:37:09.943000+00:00,8563.82,8798.22,8896.28
2019-02-08 07:37:10.193000+00:00,8591.47,8828.21,8922.33
2019-02-08 07:37:10.443000+00:00,8597.83,8827.41,8942.99
2019-02-08 07:37:10.693000+00:00,6955.59,6995.55,7169.34
2019-02-08 07:37:10.943000+00:00,8617.3,8810.85,8951.61
2019-02-08 07:37:11.193000+00:00,8589.13,8798.85,8928.84
2019-02-08 07:37:11.443000+00:00,8618.08,8805.79,8953.19
2019-02-08 07:37:11.693000+00:00,8676.59,8868.43,9008.8
2019-02-08 07:37:11.943000+00:00,6434.26,6515.32,6567.85
2019-02-08 07:37:12.193000+00:00,8578.35,8818.18,8917.28
2019-02-08 07:37:12.443000+00:00,8623.86,8838.26,8965.76
2019-02-08 07:37:12.693000+00:00,8606.76,8830.42,8968.12
2019-02-08 07:37:12.943000+00:00,8738.56,8963.79,9095.91
2019-02-08 07:37:13.193000+00:00,5799.05,5879.22,5982.83
2019-02-08 07:37:13.443000+00:00,8473.42,8730.76,8828.38
2019-02-08 07:37:13.693000+00:00,8819.73,9037.59,9187.7
2019-02-08 07:37:13.943000+00:00,8787.69,9014.36,9148.1
2019-02-08 07:37:14.193000+00:00,8619.09,8872.77,8993.24
2019-02-08 07:37:14.443000+00:00,5446.98,5361.53,5563.25
2019-02-08 07:37:14.693000+00:00,8298.73,8556.88,8612.61
2019-02-08 07:37:14.943000+00:00,8818.03,9043.95,9169.72
2019-02-08 07:37:15.193000+00:00,8929.29,9156.45,9300.76
2019-02-08 07:37:15.443000+00:00,8678.15,8913.87,9023.67
2019-02-08 07:37:15.693000+00:00,6304.77,6420.72,6536.16
2019-02-08 07:37:15.943000+00:00,7220.57,7359.68,7487.93
2019-02-08 07:37:16.193000+00:00,8818.59,9063.57,9163.14
2019-02-08 07:37:16.443000+00:00,8819.1,9076.3,9148.18
2019-02-08 07:37:16.693000+00:00,8920.11,9172.92,9264.07
2019-02-08 07:37:16.943000+00:00,7342.32,7505.88,7617.7
2019-02-08 07:37:17.193000+00:00,8865.84,9077.38,9187.91
2019-02-08 07:37:17.443000+00:00,8907.05,9144.49,9239.99
2019-02-08 07:37:17.693000+00:00,8872.83,9106.53,9209.76
2019-02-08 07:37:17.943000+00:00,7961.04,8124.96,8228.66
2019-02-08 07:37:18.193000+00:00,6556.45,6640.89,6754.81
2019-02-08 07:37:18.443000+00:00,8752.59,8941.88,9044.84
2019-02-08 07:37:18.693000+00:00,8897.19,9092.49,9182.09
2019-02-08 07:37:18.943000+00:00,8852.81,9040.08,9137.38
2019-02-08 07:37:19.193000+00:00,8446.32,8651.27,8731.11
2019-02-08 07:37:19.443000+00:00,6036.87,5984.27,6171.96
2019-02-08 07:37:19.693000+00:00,8577.73,8768.93,8809.83
2019-02-08 07:37:19.943000+00:00,8853.16,9053.65,9163.3
2019-02-08 07:37:20.193000+00:00,8817.73,9017.24,9129.92
2019-02-08 07:37:20.443000+00:00,8828.49,9020.11,9136.7
2019-02-08 07:37:20.693000+00:00,6286.51,6329.69,6426.87
2019-02-08 07:37:20.943000+00:00,9679.11,9898.47,10015.3
2019-02-08 07:37:21.193000+00:00,9337.68,9531.07,9647.72
2019-02-08 07:37:21.443000+00:00,9142.51,9328.09,9473.69
2019-02-08 07:37:21.693000+00:00,9058.61,9254.63,9374.52
2019-02-08 07:37:21.943000+00:00,7162.46,7087.37,7333.13
2019-02-08 07:37:22.193000+00:00,9049.08,9236.63,9378.11
2019-02-08 07:37:22.443000+00:00,8985.49,9169.81,9331.19
2019-02-08 07:37:22.693000+00:00,8949.08,9161.08,9304.87
2019-02-08 07:37:22.943000+00:00,8984.81,9181.49,9321.09
2019-02-08 07:37:23.193000+00:00,4916.64,4815.08,4958.06
2019-02-08 07:37:23.443000+00:00,5192.85,5082.22,5269.76
2019-02-08 07:37:23.693000+00:00,5401.99,5326.8,5488.65
2019-02-08 07:37:23.943000+00:00,5155.44,5036.02,5210.89
2019-02-08 07:37:24.193000+00:00,8183.09,8415.9,8573.92
2019-02-08 07:37:24.443000+00:00,9215.37,9415.1,9537.85
2019-02-08 07:37:24.693000+00:00,8896.83,9114.67,9242.84
2019-02-08 07:37:24.943000+00:00,8883.98,9113.77,9213.73
2019-02-08 07:37:25.193000+00:00,8850.24,9064.75,9175.53
2019-02-08 07:37:25.443000+00:00,8853.12,9084.98,9186.35
2019-02-08 07:37:25.693000+00:00,8915.2,9172.07,9272.32
2019-02-08 07:37:25.943000+00:00,8993.19,9239.01,9352.76
2019-02-08 07:37:26.193000+00:00,8992.18,9224.01,9334.24
2019-02-08 07:37:26.443000+00:00,8971.1,9195.32,9289.13
2019-02-08 07:37:26.693000+00:00,8929.28,9100.27,9218.62
2019-02-08 07:37:26.943000+00:00,8860.56,9076.32,9171.63
2019-02-08 07:37:27.193000+00:00,8897.31,9103.48,9191.32
2019-02-08 07:37:27.443000+00:00,8860.24,9099.28,9172.37
2019-02-08 07:37:27.693000+00:00,8839.88,9053.7,9160.04
2019-02-08 07:37:27.943000+00:00,8887.34,9107.2,9213.23
2019-02-08 07:37:28.193000+00:00,8884.02,9107.28,9214.47
2019-02-08 07:37:28.443000+00:00,8842.49,9057.95,9167.14
2019-02-08 07:37:28.693000+00:00,8353.59,8555.75,8646.56
2019-02-08 07:37:28.943000+00:00,5907.74,5778.15,5993.79
2019-02-08 07:37:29.193000+00:00,6153.99,5983.1,6166.54
2019-02-08 07:37:29.443000+00:00,5008.05,4903.44,5070.47
2019-02-08 07:37:29.693000+00:00,4576.11,4459.58,4587.02
2019-02-08 07:37:29.943000+00:00,4586.86,4480.46,4625.74
2019-02-08 07:37:30.193000+00:00,8343.96,8538.1,8660.59
2019-02-08 07:37:30.443000+00:00,8614.56,8835.84,8933.74
2019-02-08 07:37:30.693000+00:00,8559.43,8746.85,8881.38
2019-02-08 07:37:30.943000+00:00,8329.41,8531.03,8660.03
2019-02-08 07:37:31.193000+00:00,8580.57,8768.46,8871.97
2019-02-08 07:37:31.443000+00:00,8472.17,8680.48,8774.14
2019-02-08 07:37:31.693000+00:00,8648.96,8849.55,8964.15
2019-02-08 07:37:31.943000+00:00,8315.75,8497.96,8620.82
2019-02-08 07:37:32.193000+00:00,8800.71,9009.87,9111.49
2019-02-08 07:37:32.443000+00:00,8202.65,8400.49,8454.6
2019-02-08 07:37:32.693000+00:00,7203.24,7278.04,7457.57
2019-02-08 07:37:32.943000+00:00,5886.92,5803.47,5984.13
2019-02-08 07:37:33.193000+00:00,8558.08,8790.83,8919.68
2019-02-08 07:37:33.443000+00:00,8511.69,8706.95,8839.9
2019-02-08 07:37:33.693000+00:00,8530.81,8710.91,8866.03
2019-02-08 07:37:33.943000+00:00,8260.93,8470.97,8579.21
2019-02-08 07:37:34.193000+00:00,8141.65,8284.61,8419.45
2019-02-08 07:37:34.443000+00:00,8730.02,8921.48,9049.84
2019-02-08 07:37:34.693000+00:00,8554.24,8761.37,8877.61
2019-02-08 07:37:34.943000+00:00,8690.38,8855.86,8971.66
2019-02-08 07:37:35.193000+00:00,5813.48,5799.08,5911.12
2019-02-08 07:37:35.443000+00:00,7438.02,7556.33,7700.55
2019-02-08 07:37:35.693000+00:00,8772.36,8951.92,9087.21
2019-02-08 07:37:35.943000+00:00,8604.66,8790.89,8934.97
2019-02-08 07:37:36.193000+00:00,8750.2,8930.63,9066.4
2019-02-08 07:37:36.443000+00:00,6958.79,7005.34,7132.38
2019-02-08 07:37:36.693000+00:00,6373.35,6477.26,6645.17
2019-02-08 07:37:36.943000+00:00,8778.71,8955.66,9123.88
2019-02-08 07:37:37.193000+00:00,8689.96,8864.48,9023.41
2019-02-08 07:37:37.443000+00:00,8747.75,8927.68,9090.43
2019-02-08 07:37:37.693000+00:00,7827.42,7956.46,8081.13
2019-02-08 07:37:37.943000+00:00,8537.79,8723.56,8890.03
2019-02-08 07:37:38.193000+00:00,8760.77,8937.42,9106.43
2019-02-08 07:37:38.443000+00:00,8703.62,8866.6,9059.8
2019-02-08 07:37:38.693000+00:00,8706.8,8864.32,9053.39
2019-02-08 07:37:38.943000+00:00,6067.67,6043.39,6238.9
2019-02-08 07:37:39.193000+00:00,8505.36,8671.67,8816.32
2019-02-08 07:37:39.443000+00:00,8726.06,8896.63,9081.47
2019-02-08 07:37:39.693000+00:00,8700.25,8912.72,9107.79
2019-02-08 07:37:39.943000+00:00,8672.2,8854.01,9014.35
2019-02-08 07:37:40.193000+00:00,5946.3,5917.11,6056.54
2019-02-08 07:37:40.443000+00:00,8093.08,8174.7,8401.46
2019-02-08 07:37:40.693000+00:00,8658.25,8875.83,9011.36
2019-02-08 07:37:40.943000+00:00,8701.11,8914.49,9048.07
2019-02-08 07:37:41.193000+00:00,8671.3,8874.96,9042.34
2019-02-08 07:37:41.443000+00:00,6892.82,6906.15,7060.43
2019-02-08 07:37:41.693000+00:00,7074.97,7116.62,7339.77
2019-02-08 07:37:41.943000+00:00,8694.18,8884.51,9037.26
2019-02-08 07:37:42.193000+00:00,8746.8,8943.09,9095.06
2019-02-08 07:37:42.443000+00:00,8773.84,8950.91,9117.96
2019-02-08 07:37:42.693000+00:00,7719.17,7798.61,7956.06
2019-02-08 07:37:42.943000+00:00,6329.4,6342.38,6609.08
2019-02-08 07:37:43.193000+00:00,8719.65,8898.4,9002.39
2019-02-08 07:37:43.443000+00:00,8768.12,8965.97,9099.44
2019-02-08 07:37:43.693000+00:00,8243.55,8423.17,8557.2
2019-02-08 07:37:43.943000+00:00,6210.44,6107.13,6307.01
2019-02-08 07:37:44.193000+00:00,8467.96,8638.33,8784.58
2019-02-08 07:37:44.443000+00:00,8742.03,8909.86,9063.4
2019-02-08 07:37:44.693000+00:00,8726.46,8885.56,9070.5
2019-02-08 07:37:44.943000+00:00,8699.19,8863.19,9001.84
2019-02-08 07:37:45.193000+00:00,5757.79,5703.27,5927.22
2019-02-08 07:37:45.443000+00:00,8333.18,8525.39,8646.41
2019-02-08 07:37:45.693000+00:00,8965.29,9109.2,9286.69
2019-02-08 07:37:45.943000+00:00,8801.72,8975.69,9136.58
2019-02-08 07:37:46.193000+00:00,8976.55,9146.38,9328.1
2019-02-08 07:37:46.443000+00:00,6258.21,6257.65,6437.76
2019-02-08 07:37:46.693000+00:00,7605.33,7698.04,7888.43
2019-02-08 07:37:46.943000+00:00,9794.21,10002.1,10157.3
2019-02-08 07:37:47.193000+00:00,9641.43,9839.89,10025.7
2019-02-08 07:37:47.443000+00:00,9228.58,9406.79,9592.74
2019-02-08 07:37:47.693000+00:00,7760.94,7862.19,7995.49
2019-02-08 07:37:47.943000+00:00,9120.03,9320.29,9487.32
2019-02-08 07:37:48.193000+00:00,9251.08,9439.82,9608.82
2019-02-08 07:37:48.443000+00:00,9110.26,9305.69,9468.54
2019-02-08 07:37:48.693000+00:00,9171.24,9371.36,9524.64
2019-02-08 07:37:48.943000+00:00,6123.85,6166.98,6391.0
2019-02-08 07:37:49.193000+00:00,8835.58,9034.64,9214.08
2019-02-08 07:37:49.443000+00:00,9065.99,9292.45,9441.27
2019-02-08 07:37:49.693000+00:00,8994.42,9216.6,9345.91
2019-02-08 07:37:49.943000+00:00,8924.68,9144.04,9287.15
2019-02-08 07:37:50.193000+00:00,6295.78,6309.64,6498.48
2019-02-08 07:37:50.443000+00:00,8595.86,8824.54,8917.43
2019-02-08 07:37:50.693000+00:00,8909.88,9150.02,9269.22
2019-02-08 07:37:50.943000+00:00,8839.95,9053.35,9190.86
2019-02-08 07:37:51.193000+00:00,8795.56,9001.07,9127.17
2019-02-08 07:37:51.443000+00:00,6178.75,6168.91,6303.34
2019-02-08 07:37:51.693000+00:00,8028.91,8101.9,8267.77
2019-02-08 07:37:51.943000+00:00,8757.75,8981.5,9087.9
2019-02-08 07:37:52.193000+00:00,8735.06,8958.78,9073.65
2019-02-08 07:37:52.443000+00:00,8678.47,8908.96,9017.03
2019-02-08 07:37:52.693000+00:00,7040.28,7150.02,7239.65
2019-02-08 07:37:52.943000+00:00,6794.4,6807.14,6962.57
2019-02-08 07:37:53.193000+00:00,8492.86,8685.68,8837.32
2019-02-08 07:37:53.443000+00:00,8509.28,8723.46,8865.67
2019-02-08 07:37:53.693000+00:00,7546.19,7727.9,7829.61
2019-02-08 07:37:53.943000+00:00,6016.88,5923.86,6170.62
2019-02-08 07:37:54.193000+00:00,8342.6,8551.76,8696.99
2019-02-08 07:37:54.443000+00:00,8462.54,8676.6,8781.11
2019-02-08 07:37:54.693000+00:00,8520.38,8736.2,8841.14
2019-02-08 07:37:54.943000+00:00,8118.16,8277.3,8440.86
2019-02-08 07:37:55.193000+00:00,4555.13,4523.81,4698.62
2019-02-08 07:37:55.443000+00:00,4677.43,4563.26,4753.61
2019-02-08 07:37:55.693000+00:00,5301.34,5199.27,5390.42
2019-02-08 07:37:55.943000+00:00,4493.1,4379.39,4565.25
2019-02-08 07:37:56.193000+00:00,6649.99,6709.3,6968.91
2019-02-08 07:37:56.443000+00:00,8937.47,9130.61,9299.77
2019-02-08 07:37:56.693000+00:00,8625.84,8813.7,8998.47
2019-02-08 07:37:56.943000+00:00,8513.1,8751.72,8883.52
2019-02-08 07:37:57.193000+00:00,8515.02,8739.13,8875.75
2019-02-08 07:37:57.443000+00:00,8515.15,8756.16,8897.54
2019-02-08 07:37:57.693000+00:00,8536.97,8771.97,8901.02
2019-02-08 07:37:57.943000+00:00,8722.32,8953.47,9086.69
2019-02-08 07:37:58.193000+00:00,8774.17,8989.65,9141.54
2019-02-08 07:37:58.443000+00:00,8812.36,9059.01,9183.96
2019-02-08 07:37:58.693000+00:00,8827.76,9043.74,9205.94
2019-02-08 07:37:58.943000+00:00,8683.17,8906.22,9030.52
2019-02-08 07:37:59.193000+00:00,8629.13,8887.25,9020.83
2019-02-08 07:37:59.443000+00:00,8593.86,8871.62,8959.77
2019-02-08 07:37:59.693000+00:00,8573.83,8804.0,8928.54
2019-02-08 07:37:59.943000+00:00,8729.53,8966.01,9094.06
2019-02-08 07:38:00.193000+00:00,8775.59,9004.16,9135.82
2019-02-08 07:38:00.443000+00:00,8794.99,9034.85,9179.32
2019-02-08 07:38:00.693000+00:00,8472.26,8749.1,8886.79
2019-02-08 07:38:00.943000+00:00,4641.62,4553.42,4728.27
2019-02-08 07:38:01.193000+00:00,4842.1,4735.33,4942.33
2019-02-08 07:38:01.443000+00:00,7325.34,7201.66,7418.94
2019-02-08 07:38:01.693000+00:00,4949.88,4874.65,5056.49
2019-02-08 07:38:01.943000+00:00,4784.11,4727.83,4898.24
2019-02-08 07:38:02.193000+00:00,4810.74,4752.0,4913.49
2019-02-08 07:38:02.443000+00:00,4554.01,4483.41,4643.98
2019-02-08 07:38:02.693000+00:00,5471.89,5397.15,5585.75
2019-02-08 07:38:02.943000+00:00,4655.81,4574.97,4737.61
2019-02-08 07:38:03.193000+00:00,4607.81,4538.14,4697.83
2019-02-08 07:38:03.443000+00:00,4580.11,4506.76,4662.39
2019-02-08 07:38:03.693000+00:00,4631.32,4544.96,4711.8
2019-02-08 07:38:03.943000+00:00,4647.32,4562.75,4708.56
2019-02-08 07:38:04.193000+00:00,4663.14,4582.89,4738.02
2019-02-08 07:38:04.443000+00:00,4669.0,4573.21,4736.25
2019-02-08 07:38:04.693000+00:00,4694.94,4604.04,4768.21
2019-02-08 07:38:04.943000+00:00,4632.45,4535.09,4707.2
2019-02-08 07:38:05.193000+00:00,4654.3,4579.02,4741.4
2019-02-08 07:38:05.443000+00:00,4612.22,4530.66,4696.51
2019-02-08 07:38:05.693000+00:00,4692.25,4605.16,4767.03
2019-02-08 07:38:05.943000+00:00,4744.92,4666.35,4825.03
2019-02-08 07:38:06.193000+00:00,4774.79,4686.5,4848.47
2019-02-08 07:38:06.443000+00:00,5361.71,5259.24,5395.63
2019-02-08 07:38:06.693000+00:00,5280.54,5157.28,5392.98
2019-02-08 07:38:06.943000+00:00,5085.21,4978.05,5157.85
2019-02-08 07:38:07.193000+00:00,4955.36,4833.12,5026.99
2019-02-08 07:38:07.443000+00:00,4865.75,4752.52,4944.49
2019-02-08 07:38:07.693000+00:00,5501.05,5428.13,5558.57
2019-02-08 07:38:07.943000+00:00,5729.56,5642.2,5810.71
2019-02-08 07:38:08.193000+00:00,5433.86,5341.73,5522.28
2019-02-08 07:38:08.443000+00:00,5239.17,5132.52,5327.59
2019-02-08 07:38:08.693000+00:00,5180.53,5076.79,5264.18
2019-02-08 07:38:08.943000+00:00,5177.08,5061.47,5257.19
2019-02-08 07:38:09.193000+00:00,5133.01,5040.85,5229.69
2019-02-08 07:38:09.443000+00:00,5037.34,4922.15,5103.24
2019-02-08 07:38:09.693000+00:00,5052.13,4936.24,5130.42
2019-02-08 07:38:09.943000+00:00,5035.98,4935.99,5125.88
2019-02-08 07:38:10.193000+00:00,4985.19,4876.7,5056.21
2019-02-08 07:38:10.443000+00:00,4961.29,4867.67,5073.93
2019-02-08 07:38:10.693000+00:00,4918.28,4832.09,5001.22
2019-02-08 07:38:10.943000+00:00,4955.01,4839.7,5031.77
2019-02-08 07:38:11.193000+00:00,4928.16,4826.26,5020.5
2019-02-08 07:38:11.443000+00:00,4885.11,4796.71,4978.93
2019-02-08 07:38:11.693000+00:00,4837.32,4737.82,4924.35
2019-02-08 07:38:11.943000+00:00,4801.49,4716.88,4908.76
2019-02-08 07:38:12.193000+00:00,4784.52,4703.66,4886.58
2019-02-08 07:38:12.443000+00:00,4773.58,4682.23,4872.0
2019-02-08 07:38:12.693000+00:00,4754.21,4658.85,4852.64
2019-02-08 07:38:12.943000+00:00,4718.43,4638.22,4830.85
2019-02-08 07:38:13.193000+00:00,4720.2,4633.57,4820.92
2019-02-08 07:38:13.443000+00:00,4709.48,4636.72,4823.71
2019-02-08 07:38:13.693000+00:00,4575.75,4503.14,4685.99
2019-02-08 07:38:13.943000+00:00,4443.66,4358.35,4543.06
2019-02-08 07:38:14.193000+00:00,4437.33,4358.21,4540.86
2019-02-08 07:38:14.443000+00:00,4429.43,4364.18,4535.54
2019-02-08 07:38:14.693000+00:00,4450.43,4369.83,4548.26
2019-02-08 07:38:14.943000+00:00,4417.53,4354.46,4520.66
2019-02-08 07:38:15.193000+00:00,4447.98,4363.47,4536.1
2019-02-08 07:38:15.443000+00:00,4465.74,4389.69,4551.99
2019-02-08 07:38:15.693000+00:00,4474.16,4395.54,4568.94
2019-02-08 07:38:15.943000+00:00,4491.43,4398.83,4569.87
